# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    9656627.00000000 2027.89172363
0.00100    9655405.00000000 3186.28369141
0.00200    9651650.00000000 4777.56689453
0.00300    9645496.00000000 6944.75732422
0.00400    9636748.00000000 8673.07324219
0.00500    9625579.00000000 10395.62597656
0.00600    9611992.00000000 10092.59179688
0.00700    9595902.00000000 11515.08300781
0.00800    9577382.00000000 15515.35937500
0.00900    9556473.00000000 18635.12304688
0.01000    9533101.00000000 18875.54101562
0.01100    9507368.00000000 18824.58984375
0.01200    9479248.00000000 27726.80078125
0.01300    9448768.00000000 29763.61914062
0.01400    9415934.00000000 27541.60742188
0.01500    9380780.00000000 31519.42187500
0.01600    9343315.00000000 26208.00000000
0.01700    9303672.00000000 27631.90820312
0.01800    9261782.00000000 31675.29687500
0.01900    9217677.00000000 27653.03320312
0.02000    9171416.00000000 52001.93359375
0.02100    9122995.00000000 42148.23828125
0.02200    9072477.00000000 31300.04882812
0.02300    9019858.00000000 42212.93750000
0.02400    8965283.00000000 43705.75390625
0.02500    8908675.00000000 48641.36718750
0.02600    8850116.00000000 50180.16015625
0.02700    8789610.00000000 47991.27343750
0.02800    8727254.00000000 41759.91015625
0.02900    8663107.00000000 46780.78125000
0.03000    8597154.00000000 43974.44531250
0.03100    8529467.00000000 57318.01953125
0.03200    8460083.00000000 46065.15234375
0.03300    8389099.00000000 47062.84375000
0.03400    8316464.00000000 43661.43750000
0.03500    8242290.50000000 44508.36718750
0.03600    8166602.50000000 49857.10937500
0.03700    8089478.50000000 50721.03125000
0.03800    8010977.50000000 56237.06640625
0.03900    7931115.00000000 57104.02734375
0.04000    7849951.50000000 77243.53125000
0.04100    7767585.00000000 58722.94531250
0.04200    7684003.50000000 49561.82812500
0.04300    7599304.00000000 50155.40625000
0.04400    7513534.00000000 60859.62890625
0.04500    7426705.50000000 66617.55468750
0.04600    7338947.50000000 77609.37500000
0.04700    7250258.50000000 67862.42187500
0.04800    7160711.50000000 63157.47656250
0.04900    7070343.00000000 53027.57421875
0.05000    6979276.50000000 80087.19531250
0.05100    6887504.00000000 96700.56250000
0.05200    6795066.50000000 54020.78125000
0.05300    6702058.50000000 54286.67578125
0.05400    6608516.00000000 59972.28515625
0.05500    6514516.50000000 76610.71875000
0.05600    6420124.50000000 60381.27343750
0.05700    6325351.50000000 66036.67187500
0.05800    6230269.00000000 82706.82031250
0.05900    6134924.50000000 66257.18750000
0.06000    6039405.50000000 66312.67187500
0.06100    5943702.00000000 82914.64843750
0.06200    5847943.50000000 88420.90625000
0.06300    5752120.50000000 55220.35937500
0.06400    5656311.50000000 55149.03906250
0.06500    5560541.50000000 71564.17187500
0.06600    5464875.50000000 60414.19921875
0.06700    5369387.00000000 65721.29687500
0.06800    5274090.50000000 70962.89062500
0.06900    5179031.50000000 97883.70312500
0.07000    5084300.00000000 59562.57421875
0.07100    4989896.50000000 59279.97265625
0.07200    4895902.50000000 53610.13671875
0.07300    4802328.00000000 69297.60156250
0.07400    4709224.50000000 84766.03906250
0.07500    4616624.50000000 84207.23437500
0.07600    4524593.00000000 67936.76562500
0.07700    4433176.50000000 88175.89062500
0.07800    4342377.00000000 56602.88671875
0.07900    4252248.00000000 56129.67578125
0.08000    4162824.25000000 55636.14843750
0.08100    4074148.75000000 75168.04687500
0.08200    3986261.00000000 59554.74218750
0.08300    3899182.00000000 93346.42187500
0.08400    3812943.25000000 58338.03515625
0.08500    3727585.50000000 48085.85156250
0.08600    3643111.75000000 66559.65625000
0.08700    3559565.75000000 51684.89843750
0.08800    3476974.25000000 46417.60937500
0.08900    3395373.00000000 55005.04296875
0.09000    3314787.50000000 67870.27343750
0.09100    3235225.75000000 44646.11718750
0.09200    3156706.25000000 52843.26562500
0.09300    3079260.00000000 52101.08203125
0.09400    3002899.75000000 51349.58984375
0.09500    2927657.25000000 63237.40234375
0.09600    2853543.25000000 58126.67578125
0.09700    2780553.00000000 53136.37109375
0.09800    2708723.50000000 40224.54687500
0.09900    2638076.00000000 63313.82812500
0.10000    2568590.50000000 42805.56250000
0.10100    2500288.00000000 57381.61328125
0.10200    2433206.75000000 67667.48437500
0.10300    2367304.75000000 51701.94140625
0.10400    2302628.75000000 39893.04296875
0.10500    2239191.50000000 42723.77734375
0.10600    2176948.50000000 55904.03906250
0.10700    2115928.75000000 54844.87890625
0.10800    2056162.12500000 40341.90234375
0.10900    1997613.37500000 42848.80859375
0.11000    1940303.50000000 41997.87109375
0.11100    1884213.25000000 31654.78515625
0.11200    1829358.25000000 37209.14843750
0.11300    1775722.75000000 33401.34765625
0.11400    1723309.00000000 38645.20703125
0.11500    1672109.62500000 32004.17968750
0.11600    1622128.50000000 34162.02734375
0.11700    1573355.50000000 30633.23242188
0.11800    1525758.87500000 29958.27734375
0.11900    1479368.75000000 29291.50195312
0.12000    1434137.75000000 31235.52148438
0.12100    1390088.37500000 27982.48046875
0.12200    1347200.00000000 34798.17968750
0.12300    1305453.12500000 38850.28515625
0.12400    1264841.62500000 30830.51562500
0.12500    1225346.87500000 30106.77343750
0.12600    1186974.75000000 31656.61718750
0.12700    1149684.75000000 24281.34179688
0.12800    1113481.50000000 25855.04101562
0.12900    1078336.87500000 21027.57031250
0.13000    1044246.87500000 26675.28906250
0.13100    1011181.50000000 22023.53515625
0.13200    979130.37500000 25393.74609375
0.13300    948085.62500000 24773.47851562
0.13400    918021.81250000 18589.94140625
0.13500    888920.75000000 27200.97656250
0.13600    860764.06250000 26533.05273438
0.13700    833536.62500000 20705.05078125
0.13800    807205.62500000 16830.23828125
0.13900    781775.81250000 31192.85742188
0.14000    757212.81250000 19218.06054688
0.14100    733503.31250000 18748.34570312
0.14200    710620.81250000 24388.50781250
0.14300    688551.31250000 17847.25000000
0.14400    667270.68750000 15964.45214844
0.14500    646762.00000000 15580.49804688
0.14600    627015.87500000 22121.12109375
0.14700    607993.06250000 14847.19042969
0.14800    589682.25000000 21087.03710938
0.14900    572061.43750000 16732.79687500
0.15000    555117.37500000 15088.09082031
0.15100    538817.56250000 15970.55371094
0.15200    523158.50000000 14407.78613281
0.15300    508114.31250000 17606.16210938
